,Date,Open,High,Low,Close,DaiVolume,Market Cap,DaiMean
69,15-Feb-21,1,1.01,0.9967,1,345289782,2076005409,1
70,14-Feb-21,1,1,1,1,254901718,2077382846,1
71,13-Feb-21,1,1,1,1,251928654,2074963171,1
72,12-Feb-21,1,1,1,1,271553255,2051392677,1
73,11-Feb-21,1,1,1,1,288142016,2029871493,1
74,10-Feb-21,1,1,0.999,1,362414223,1967418375,1
75,9-Feb-21,1,1,1,1,359119292,1953848178,1
76,8-Feb-21,1,1,0.9997,1,880288777,1889591370,1
77,7-Feb-21,1,1,1,1,330423304,1809709947,1
78,6-Feb-21,1,1,1,1,265174711,1832951064,1
79,5-Feb-21,1,1,1,1,260732732,1817894902,1
80,4-Feb-21,1,1,0.9998,1,329554139,1767090541,1
81,3-Feb-21,1,1,1,1,287910066,1738367232,1
82,2-Feb-21,1,1,1,1,362186002,1705910761,1
83,1-Feb-21,1,1,0.9998,1,226213887,1664001918,1
84,31-Jan-21,1,1,0.9994,1,219524281,1650031304,1
85,30-Jan-21,0.9996,1,0.9994,1,207085085,1649474423,0.9998
86,29-Jan-21,1,1,0.9991,0.9997,410430767,1637265511,0.99985
87,28-Jan-21,1,1,1,1,238725114,1617747934,1
88,27-Jan-21,1,1,0.9994,1,340795072,1607574174,1
89,26-Jan-21,1,1,0.9995,1,313797531,1581526178,1
90,25-Jan-21,1,1,1,1,351131614,1572649698,1
91,24-Jan-21,1,1,1,1,301905576,1534097442,1
92,23-Jan-21,1,1,1,1,297679712,1461615485,1
93,22-Jan-21,1,1,1,1,452632736,1446115150,1
94,21-Jan-21,1,1,0.9992,1,462420708,1404553482,1
95,20-Jan-21,1,1,0.9992,1,378694413,1409135520,1
96,19-Jan-21,1,1,1,1,466574610,1404599859,1
97,18-Jan-21,1,1,1,1,235553948,1402949913,1
98,17-Jan-21,1,1,1,1,249817374,1381057071,1
99,16-Jan-21,1,1,1,1,321098274,1366839995,1
100,15-Jan-21,1,1,1,1,411495878,1412122791,1
101,14-Jan-21,1,1,1,1,399350087,1393451331,1
102,13-Jan-21,1,1,0.9997,1,333395308,1363281086,1
103,12-Jan-21,1,1,0.9993,1,448764354,1365310691,1
104,11-Jan-21,0.9996,1.01,0.9985,1,958822243,1365314929,0.9998
105,10-Jan-21,1,1.01,0.9995,0.9997,461427626,1422702198,0.99985
106,9-Jan-21,1,1,0.9993,1,426771932,1407750980,1
107,8-Jan-21,0.9998,1,0.9993,1,573546810,1391074404,0.9999
