,Date,Open,High,Low,Close,WbtcVolume,Market cap,WbtcMean
318,11-Jun-20,9879.47,9991.05,9212.94,9332.59,472905,12107786,9606.03
319,10-Jun-20,9756.39,9931.35,9735.34,9879.21,140006,12816949,9817.8
320,9-Jun-20,9801.1,9892.27,9656.05,9758.67,192554,12660559,9779.885
321,8-Jun-20,9771.92,9859.32,9660.58,9804.18,295131,12719608,9788.05
322,7-Jun-20,9633.61,9842.46,9422.89,9769.5,247062,12674616,9701.555
323,6-Jun-20,9715.62,9818.17,9579.59,9633.61,488280,12498314,9674.615
324,5-Jun-20,9816.28,9903.06,9673.09,9715.62,204119,12604709,9765.95
325,4-Jun-20,9707.68,9840.08,9503.86,9816.28,130657,12735304,9761.98
326,3-Jun-20,9518.2,9701.98,9507.04,9701.05,235827,12585808,9609.625
327,2-Jun-20,10060.9,10194.86,9463.02,9518.2,919842,12348591,9789.55
328,1-Jun-20,9415.82,10100.86,9415.82,10051.85,393690,13040925,9733.835
329,31-May-20,9660.81,9782.25,9383.1,9410.21,480256,12208488,9535.51
330,30-May-20,9463.23,9659.76,9400.18,9659.76,418862,12532244,9561.495
331,29-May-20,9587.12,9680.32,9428.27,9463.56,296693,12277701,9525.34
332,28-May-20,9252.5,9638.2,9137.98,9583.52,439149,12433334,9418.01
333,27-May-20,8900.75,9273.97,8877.38,9250.81,173896,12001679,9075.78
334,26-May-20,8967.14,8997.51,8812.13,8900.75,141240,11547532,8933.945
335,25-May-20,8810.3,8999.37,8720.19,8965.84,205826,11631979,8888.07
336,24-May-20,9286.48,9303.88,8813.53,8813.53,252565,11434369,9050.005
337,23-May-20,9258.73,9465.38,9146.35,9285.74,137914,12047002,9272.235
338,22-May-20,9169.68,9302.29,9052.25,9257.61,332323,12010510,9213.645
339,21-May-20,9569.49,9612.76,8865.48,9168.17,735651,11894466,9368.83
340,20-May-20,9753.72,9820.5,9440.56,9568.51,241637,12413861,9661.115
341,19-May-20,9773.95,9834.09,9546.12,9750.72,191423,12650252,9762.335
342,18-May-20,9747.42,10082.66,9633.91,9768.23,226430,12672961,9757.825
343,17-May-20,9396.07,9862.79,9372.37,9747.32,146282,12645844,9571.695
344,16-May-20,9341.19,9570.92,9293.76,9397.17,141717,12191568,9369.18
345,15-May-20,9749.91,9775.43,9234.7,9344.56,243835,12123307,9547.235
346,14-May-20,9316.53,9771.7,9246.4,9752.22,393036,12652194,9534.375
347,13-May-20,8741.84,9376.14,8739.91,9317.87,305392,12088682,9029.855
348,12-May-20,8698.92,8927.9,8689.78,8740.38,227659,11339472,8719.65
349,11-May-20,8695.53,9157.71,8482.12,8694.4,1693003,11279817,8694.965
350,10-May-20,9629.29,9630,8395.29,8700.93,744041,11288291,9165.11
351,9-May-20,9887.76,9942.54,9588.28,9627.88,378503,12490879,9757.82
352,8-May-20,9921.7,10055.89,9759.81,9888.16,471887,12828558,9904.93
353,7-May-20,9341.9,10012.31,9112.53,9921.7,1701028,12326760,9631.8
354,6-May-20,9061.85,9415.99,9029.12,9341.9,554356,10513900,9201.875
355,5-May-20,8970.81,9178.52,8875.91,9054.74,385930,10190722,9012.775
356,4-May-20,8984.11,9032.03,8634.66,8975.19,299779,10101193,8979.65
357,3-May-20,8978.91,9290.33,8813.53,8986.2,807313,10113575,8982.555
358,2-May-20,8874.53,9015.39,8866.57,8980.81,186092,10107519,8927.67
359,1-May-20,8726.41,9023,8726.41,8869.53,149340,9982270,8797.97
360,30-Apr-20,8808.04,9422.91,8586.46,8726.41,733444,9821193,8767.225
361,29-Apr-20,7819.39,8909.15,7787.58,8804.73,1085686,9909345,8312.06
362,28-Apr-20,7791.88,7853.61,7762.36,7823.35,59089,8804839,7807.615
363,27-Apr-20,7700.15,7831.1,7695.41,7791.33,252538,8340577,7745.74
364,26-Apr-20,7672.51,7778.51,7615.39,7700.15,181906,8242975,7686.33
365,25-Apr-20,7576.83,7696.71,7567.24,7675.39,153464,8216471,7626.11
366,24-Apr-20,7466.81,7633.02,7466.81,7578.62,275923,8112880,7522.715
367,23-Apr-20,7195.48,7892.03,7069.52,7474.09,759084,8000974,7334.785
368,22-Apr-20,6945.32,7270.07,6898,7194.95,42971,7702155,7070.135
369,21-Apr-20,6887.65,7006.83,6851.45,6944.72,53114,7434286,6916.185
370,20-Apr-20,7174.35,7260.28,6796.42,6884.7,139465,7370044,7029.525
371,19-Apr-20,7295.09,7316.86,7170.65,7174.35,207386,7680105,7234.72
372,18-Apr-20,7057.66,7327.4,7056.17,7293.5,276366,7807654,7175.58
373,17-Apr-20,7138.39,7170.76,6998.59,7057.66,204193,7555196,7098.025
374,16-Apr-20,6625.34,7194.28,6510.83,7137.83,245993,7641016,6881.585
375,15-Apr-20,6821.72,6953.69,6573.01,6630.89,179485,7098339,6726.305
376,14-Apr-20,6791.14,6992.26,6772.8,6819.5,36707,7300245,6805.32
377,13-Apr-20,6988.41,6988.41,6610.56,6791.14,98519,7269881,6889.775
378,12-Apr-20,6889.36,7154.03,6801.59,6969.44,77407,7356418,6929.4
379,11-Apr-20,6903.74,6995.98,6768.93,6885.66,87287,7267986,6894.7
380,10-Apr-20,7284.53,7318,6737.83,6903.74,91444,7287077,7094.135
381,9-Apr-20,7403.09,7404.37,7179.05,7286.02,30457,7581505,7344.555
382,8-Apr-20,7201.2,7429.13,7101.95,7395.74,54433,7695672,7298.47
383,7-Apr-20,7380.75,7494.51,7093.9,7197.58,663941,7489478,7289.165
384,6-Apr-20,6827.97,7465.9,6827.97,7385.23,992020,7278835,7106.6
385,5-Apr-20,6893.47,6937.5,6761.36,6832.93,29708,6734489,6863.2
386,4-Apr-20,6837.34,6927.44,6725.09,6899.43,105641,6800038,6868.385
387,3-Apr-20,6861.76,7074.26,6721.97,6829.44,75955,6731054,6845.6
388,2-Apr-20,6620.37,7119.28,6590.35,6850.6,367220,6751906,6735.485
389,1-Apr-20,6483.64,6614.35,6225.18,6614.35,115978,6519064,6548.995
390,31-Mar-20,6404.99,6537.13,6369.78,6483.64,119270,6325527,6444.315
391,30-Mar-20,5939.83,6503.3,5926.59,6418.59,271253,6127279,6179.21
392,29-Mar-20,6277,6284.66,5942.72,5943.34,44419,5673597,6110.17
393,28-Mar-20,6501.59,6504.18,6140.64,6278.9,128980,5993926,6390.245
394,27-Mar-20,6787.02,6848.5,6494,6494.3,136940,6199551,6640.66
395,26-Mar-20,6713.25,6807.25,6612.54,6786.98,126532,6478947,6750.115
396,25-Mar-20,6745.32,6953.49,6552.27,6713.25,323928,6408562,6729.285
397,24-Mar-20,6483.74,6826.42,6448.17,6737.18,260798,6397787,6610.46
398,23-Mar-20,5849.93,6495.33,5767.74,6495.33,225273,6168124,6172.63
399,22-Mar-20,6214.5,6367.9,5830.39,5849.93,163273,5555231,6032.215
400,21-Mar-20,6240.13,6407.62,5944.56,6208.3,136891,5895550,6224.215
401,20-Mar-20,6193.53,6841.41,5814.25,6240.13,429270,5925778,6216.83
402,19-Mar-20,5331.24,6400.7,5286.77,6197.01,915279,5513264,5764.125
403,18-Mar-20,5198.59,5355,5056.33,5331.24,278207,4743022,5264.915
404,17-Mar-20,5040.84,5363.51,5011.59,5191.04,619366,4618292,5115.94
405,16-Mar-20,5422.34,5422.34,4657.35,5037.25,1306856,4481473,5229.795
406,15-Mar-20,5211.33,5824.33,5144.51,5418.41,255312,4820575,5314.87
407,14-Mar-20,5600.15,5648.7,5132.08,5211.33,524503,4636341,5405.74
408,13-Mar-20,4957.53,5900.24,4174.18,5599.33,1256784,4981530,5278.43
409,12-Mar-20,7938.37,7981.23,4946.04,4946.04,1092465,4400325,6442.205
410,11-Mar-20,7919.99,8036.88,7565.12,7996.49,182829,7114200,7958.24
411,10-Mar-20,7999.75,8179.3,7798.06,7919.61,162464,7045804,7959.68
412,9-Mar-20,8157.29,8346.35,7648.04,7989.3,961310,7067142,8073.295
413,8-Mar-20,8887.2,8887.2,8058.68,8154.01,522837,7212840,8520.605
414,7-Mar-20,9124.32,9170.58,8780.61,8887.2,381178,7861407,9005.76
415,6-Mar-20,9121.28,9235.67,9019.13,9108.23,183017,8056926,9114.755
416,5-Mar-20,8735.49,9162.64,8718.45,9121.28,1296520,8068464,8928.385
417,4-Mar-20,8789.19,8901.75,8673.3,8731.43,362365,7753656,8760.31
418,3-Mar-20,8922.89,8962.25,8617.94,8809.06,356468,7822594,8865.975
419,2-Mar-20,8577.06,8940.45,8511.57,8926.31,64811,7926718,8751.685
420,1-Mar-20,8558.63,8780.39,8438.49,8573.8,168372,7613679,8566.215
421,29-Feb-20,8704.68,8887.81,8551.18,8562.35,225037,7603512,8633.515
422,28-Feb-20,8802.56,9035.97,8487.95,8694.62,212906,7720973,8748.59
423,27-Feb-20,8801.82,9057.78,8493.23,8792.71,655169,7808078,8797.265
424,26-Feb-20,9243.43,9383.26,8673.82,8802.85,240328,7813490,9023.14
425,25-Feb-20,9725.13,9730.9,9244.1,9254.99,176193,8214808,9490.06
426,24-Feb-20,9970.87,9989.23,9415.92,9726.14,174050,8633009,9848.505
427,23-Feb-20,9696.13,9969.92,9663.62,9969.92,79172,8849391,9833.025
428,22-Feb-20,9736.61,9762.43,9545.66,9696.13,333006,8606374,9716.37
429,21-Feb-20,9594.22,9843.8,9539.53,9725.15,131725,8632128,9659.685
430,20-Feb-20,9593.71,9815.34,9486.42,9605.63,424068,8526043,9599.67
431,19-Feb-20,10163.37,10252.58,9534.89,9588.26,374529,8510621,9875.815
432,18-Feb-20,9723.66,10246.28,9618.97,10155.42,422880,8394996,9939.54
433,17-Feb-20,10051.35,10073.34,9539.5,9784.9,707285,8088705,9918.125
434,16-Feb-20,10228.84,10726.82,9443.42,10075.8,1654837,7725178,10152.32
435,15-Feb-20,10387.03,11950.9,9699.97,10177.55,2783960,7803194,10282.29
436,14-Feb-20,10283.04,10544.2,10171.06,10387.03,811270,7911973,10335.035
437,13-Feb-20,10399.27,10589.17,10104.77,10294.16,759883,7841228,10346.715
438,12-Feb-20,10180.87,10597.78,10180.87,10399.27,1066907,7921292,10290.07
439,11-Feb-20,9835.18,10264.39,9682.72,10180.51,229845,7093456,10007.845
440,10-Feb-20,10180.25,10239.65,9759.07,9841.41,381590,6857186,10010.83
441,9-Feb-20,9872.67,10207.91,9865.51,10179.8,351455,7092965,10026.235
442,8-Feb-20,9830.31,9990.12,9683.84,9875.95,458681,6881251,9853.13
443,7-Feb-20,9741.78,10026.77,9738.42,9841.62,414507,6857328,9791.7
444,6-Feb-20,9624.53,9939.81,9567.18,9755.37,230048,6797235,9689.95
445,5-Feb-20,9206.26,9828.32,9182.8,9624.53,513485,6706068,9415.395
446,4-Feb-20,9298.21,9382.38,9125.07,9206.29,103892,5724727,9252.25
447,3-Feb-20,9392.28,9584.26,9265.41,9293.94,128019,5779225,9343.11
448,2-Feb-20,9423.37,9550.38,9258.14,9392.28,225052,5840380,9407.825
449,1-Feb-20,9357.18,9615.93,9308.94,9428.84,110899,5863111,9393.01
450,31-Jan-20,9500.56,9550.37,9176.02,9358.92,124210,5819636,9429.74
451,30-Jan-20,9356.93,9648.07,9264.63,9504.33,223483,5910056,9430.63
452,29-Jan-20,9432.91,9511.43,9263.22,9362.49,140845,5821852,9397.7
453,28-Jan-20,8989.59,9432.91,8950.77,9432.91,228244,5865645,9211.25
454,27-Jan-20,8658.59,9069.43,8618.58,8985.18,73741,5587230,8821.885
455,26-Jan-20,8362.03,8663.37,8301.4,8657.28,22959,5398848,8509.655
456,25-Jan-20,8492.02,8494.05,8299.88,8363.45,47123,5215613,8427.735
457,24-Jan-20,8441.11,8607.47,8262.81,8486.29,65023,5292216,8463.7
458,23-Jan-20,8655.23,8658.29,8291.53,8441.11,61703,5264041,8548.17
459,22-Jan-20,8764.58,8819.28,8625.74,8656.06,43060,5398090,8710.32
460,21-Jan-20,8732.42,12083.96,8650.04,8766.51,344724,5466966,8749.465
461,20-Jan-20,8756.98,8847.92,8584.57,8730.62,188333,5258012,8743.8
462,19-Jan-20,8943.69,9226.18,8680.6,8753,443476,5271469,8848.345
463,18-Jan-20,8854.92,9034.47,8772.8,8943.69,137965,5386315,8899.305
464,17-Jan-20,8731.92,9036.32,8679.37,8871.59,352334,5342892,8801.755
465,16-Jan-20,8827.59,8875.49,8597.71,8729.58,345610,5257369,8778.585
466,15-Jan-20,8882.93,8966.5,8592.37,8823.67,191488,5314032,8853.3
467,14-Jan-20,8124.43,8981.51,8115.59,8870.66,410289,5333481,8497.545
468,13-Jan-20,8151.14,8190.06,8007.47,8131.62,27795,4889134,8141.38
469,12-Jan-20,8032.55,8198.86,8004.18,8129.73,15846,4847429,8081.14
470,11-Jan-20,8128.76,8241.23,8006.26,8041.24,125515,4794662,8085
471,10-Jan-20,7907.15,8134.27,7712.94,8128.76,50249,4846847,8017.955
472,9-Jan-20,8091.31,8091.31,7783.7,7904.83,129402,4673884,7998.07
473,8-Jan-20,8140.18,8444.27,7935.45,8099.64,329037,4789071,8119.91
474,7-Jan-20,7792.35,8196.44,7788.64,8140.18,198907,4813037,7966.265
475,6-Jan-20,7403.1,7794.27,7392.63,7792.35,108650,4599598,7597.725
476,5-Jan-20,7406.07,7568.79,7324.06,7401.4,196897,4361505,7403.735
477,4-Jan-20,7340.82,7462.5,7282.88,7408.2,51426,4365511,7374.51
478,3-Jan-20,7005.77,7406.15,6958.03,7341.85,38445,4326417,7173.81
479,2-Jan-20,7225.94,7225.94,6959.65,7006.9,106071,4129036,7116.42
480,1-Jan-20,7204.77,7278,7160.75,7224.74,90438,4257405,7214.755
481,31-Dec-19,7328.56,7381.65,7174.65,7204.77,175532,4245638,7266.665
482,30-Dec-19,7424.8,7482.58,7289.16,7330.46,108619,4319701,7377.63
483,29-Dec-19,7355.29,7559.11,7336.73,7421.63,73720,4373428,7388.46
484,28-Dec-19,7331.2,7436.21,7302.26,7356.9,55394,4335287,7344.05
485,27-Dec-19,7216.42,7388.12,7163.37,7329.75,47284,4319284,7273.085
486,26-Dec-19,7284.25,7424.52,7149.08,7215.97,60207,4252239,7250.11
487,25-Dec-19,7317.06,7352.48,7186.57,7282.75,63623,4291588,7299.905
488,24-Dec-19,7356.87,7519.84,7253.31,7317.04,73323,4311795,7336.955
489,23-Dec-19,7449.42,7637.61,7314.24,7357.78,81234,4335805,7403.6
490,22-Dec-19,7187.08,7462.07,7148.07,7452.59,51703,4391675,7319.835
491,21-Dec-19,7198.46,7230.13,7122.52,7184.96,72533,4233963,7191.71
492,20-Dec-19,7201.74,7257.82,7122.3,7196.6,79451,4240822,7199.17
493,19-Dec-19,7279.91,7342.47,6984.68,7201.74,180848,4243850,7240.825
494,18-Dec-19,6636.99,7320.44,6501.66,7279.91,142885,4289914,6958.45
495,17-Dec-19,6945.44,7004.92,6545.74,6636.99,224299,3911055,6791.215
496,16-Dec-19,7126.53,7192.95,6850.44,6945.44,122166,4092816,7035.985
497,15-Dec-19,7159.08,7214.04,6954.29,7126.53,72223,4199528,7142.805
498,14-Dec-19,7252.54,7317.61,7091.66,7159.08,99954,4218713,7205.81
499,13-Dec-19,7251.35,7297.09,7191.07,7252.46,29172,4273739,7251.905
500,12-Dec-19,7203.9,7289.09,7113.21,7254.04,44195,4274668,7228.97
501,11-Dec-19,7289.94,7308.82,7173.94,7202.58,19883,4244346,7246.26
502,10-Dec-19,7397.49,7437.04,7214.9,7293.38,64319,4297853,7345.435
503,9-Dec-19,7534.84,7573.25,7354.31,7400.01,22146,4360689,7467.425
504,8-Dec-19,7516.46,7615.15,7476.38,7537.05,15119,4441440,7526.755
505,7-Dec-19,7535.31,7617.36,7483.56,7516.46,19264,4429310,7525.885
506,6-Dec-19,7452.95,7536.88,7343.06,7533.92,48152,4439599,7493.435
507,5-Dec-19,7306.32,7665.77,7228.26,7444.48,21512,4386896,7375.4
508,4-Dec-19,7324.69,7584.23,7164.12,7306.32,97402,4305478,7315.505
509,3-Dec-19,7317.57,7446.33,7168.97,7324.2,23502,4316017,7320.885
510,2-Dec-19,7385.9,7475.79,7219.41,7317.57,71829,4312108,7351.735
511,1-Dec-19,7592.73,7593.36,7264.79,7387.08,110060,4353070,7489.905
512,30-Nov-19,7798.89,7892.7,7506.65,7599.8,79321,4478420,7699.345
513,29-Nov-19,7529.62,7798.89,7442.46,7798.89,47195,4595741,7664.255
514,28-Nov-19,7503.46,7725.17,7487.4,7529.81,33566,4437180,7516.635
515,27-Nov-19,7220.34,7630.92,6983.97,7504.25,93909,4422118,7362.295
516,26-Nov-19,7147.3,7324.92,7119.65,7228.56,43930,4259654,7187.93
517,25-Nov-19,7035.4,7297.1,6585.33,7145.96,285534,4210983,7090.68
518,24-Nov-19,7423.88,7447.98,7035.4,7035.4,88874,4145828,7229.64
519,23-Nov-19,7337.01,7474.52,7185.98,7423.94,100641,4374791,7380.475
520,22-Nov-19,7761.89,7810.63,6951.74,7340.06,285202,4325359,7550.975
521,21-Nov-19,8187.74,8251.07,7628.94,7761.89,187710,4535207,7974.815
522,20-Nov-19,8271.58,8324.06,8145.55,8188.52,131827,4784485,8230.05
523,19-Nov-19,8359.32,8526.81,8120.65,8271.58,196316,4833016,8315.45
524,18-Nov-19,8629.36,8743.56,8328.1,8363.44,122602,4886689,8496.4
525,17-Nov-19,8655.95,8792.88,8560.77,8631.46,37747,5043289,8643.705
526,16-Nov-19,8584.88,8703.63,8541.13,8655.95,98782,5057602,8620.415
527,15-Nov-19,8731.7,8751.9,8477.12,8584.22,167649,5015689,8657.96
528,14-Nov-19,8824.12,8844.72,8668.7,8731.7,84648,5101863,8777.91
529,13-Nov-19,8756.45,8854.84,8718.28,8823.05,46987,5084263,8789.75
530,12-Nov-19,8755.56,8887.5,8689.02,8758.07,31339,5046818,8756.815
531,11-Nov-19,9109.22,9144.21,8707.95,8753.99,67203,5044465,8931.605
532,10-Nov-19,8790.35,9129.66,8751.59,9109.22,117099,5249165,8949.785
533,9-Nov-19,8821.87,8922.07,8766.34,8789.24,70329,5064778,8805.555
534,8-Nov-19,9134.24,9200.49,8779.73,8818.83,85452,5081833,8976.535
535,7-Nov-19,9342.11,9361.42,9071.44,9133.27,21657,5263029,9237.69
536,6-Nov-19,9285.33,9452.82,9267.95,9351.78,83602,5388942,9318.555
537,5-Nov-19,9249.85,9399.72,9143.5,9288.47,102122,5305651,9269.16
538,4-Nov-19,9214.94,9373.78,9171.46,9249.85,38858,5283592,9232.395
539,3-Nov-19,9342.09,9491,9160.98,9213.91,219979,5263051,9278
540,2-Nov-19,9282.87,9394.16,9228.3,9342.29,64292,5336382,9312.58
541,1-Nov-19,9209.7,9326.9,9112.82,9282.87,164363,5302439,9246.285
542,31-Oct-19,9195.29,9398.07,8997.62,9221.18,135421,5267202,9208.235
543,30-Oct-19,9355.04,9365.12,9009.93,9200,76881,5255103,9277.52
544,29-Oct-19,9237.39,9514.59,9172.53,9357.67,136933,5345071,9297.53
545,28-Oct-19,9495.02,9783.05,9245.76,9245.76,100710,5281153,9370.39
546,27-Oct-19,9217.78,9747.36,9081.88,9501.21,173256,5427064,9359.495
547,26-Oct-19,8666.54,10204.88,8666.54,9217.78,512117,5265168,8942.16
548,25-Oct-19,7554.29,8757.78,7476.48,8674.01,212851,4954568,8114.15
549,24-Oct-19,7545.12,7588.1,7425.68,7554.29,112816,4314988,7549.705
550,23-Oct-19,8145.44,8152.2,7360,7537.5,137687,4305397,7841.47
551,22-Oct-19,8269.08,8367.35,8126.17,8145.89,202519,4652910,8207.485
552,21-Oct-19,8264.77,8365.56,8180.78,8267.95,64162,4722628,8266.36
553,20-Oct-19,8032.39,8310.72,7993.55,8260.6,79677,4718429,8146.495
554,19-Oct-19,7982.33,8121.09,7919.38,8026.11,25462,4584488,8004.22
555,18-Oct-19,8158.17,8174.88,7855.78,7983.33,84702,4560052,8070.75
556,17-Oct-19,8051.27,8181.41,7986.9,8163.23,67867,4662811,8107.25
557,16-Oct-19,8232.41,8240.71,7978.18,8058.68,92207,4603093,8145.545
558,15-Oct-19,8368.83,8424.59,8128.98,8232.41,47894,4702331,8300.62
559,14-Oct-19,8345.32,8438.76,8287.41,8367.57,82462,4779533,8356.445
560,13-Oct-19,8351.95,8506.1,8300.87,8345.32,40950,4766824,8348.635
561,12-Oct-19,8395.56,8492.51,8280.58,8356,72387,4772921,8375.78
562,11-Oct-19,8559.61,8723.49,8250.56,8398.83,90909,4797385,8479.22
563,10-Oct-19,8576.85,8671.08,8468.5,8554.62,121222,4886376,8565.735
564,9-Oct-19,8286.9,8656.82,8156.37,8577.74,160340,4899581,8432.32
565,8-Oct-19,8235.84,8342.47,8127.97,8286.9,70637,4733453,8261.37
566,7-Oct-19,8054.86,8362.04,7905.7,8235.09,92453,4703859,8144.975
567,6-Oct-19,8103.67,8168.22,7958.16,8061.79,53744,4604868,8082.73
568,5-Oct-19,8178.09,8258.35,7851.56,8106.71,52883,4630531,8142.4
569,4-Oct-19,8224.44,8308.76,7671.34,8178.09,83338,4671303,8201.265
570,3-Oct-19,8357.21,8402.39,8082.42,8229.43,99010,4700629,8293.32
571,2-Oct-19,8382.47,8434.74,8174.6,8348.79,179513,4768802,8365.63
572,1-Oct-19,8313.04,8481.47,7760.05,8382.47,115968,4829956,8347.755
573,30-Sep-19,8105.06,8367.57,7801.18,8312.42,121032,4789590,8208.74
574,29-Sep-19,8229.1,8315.38,7943.59,8105.06,126391,4613488,8167.08
575,28-Sep-19,8270,8301.08,8055.94,8230.43,200251,4684851,8250.215
576,27-Sep-19,8144.34,8281.78,7923.63,8273.44,208159,4709336,8208.89
577,26-Sep-19,8543.74,8549.21,7778.91,8145.71,192533,4636626,8344.725
578,25-Sep-19,8604.27,8802.77,8332.83,8545.91,325087,4864426,8575.09
579,24-Sep-19,9707.61,9882.5,8296.26,8603,419659,4896923,9155.305
580,23-Sep-19,10138.65,10147.01,9653.29,9708.21,139202,5526020,9923.43
581,22-Sep-19,9993.11,10158.53,9873.32,10141.46,101255,5772633,10067.285
582,21-Sep-19,10161.8,10214.74,9837.72,9994.83,45242,5689170,10078.315
583,20-Sep-19,10224.67,10245.34,9993.3,10160.6,56955,5783524,10192.635
584,19-Sep-19,10085.23,10333.51,9787.51,10253.75,246490,5836547,10169.49
585,18-Sep-19,10109.5,10406.77,10077.65,10081.85,98295,5738703,10095.675
586,17-Sep-19,10311.57,10423.33,10055.78,10135.7,276729,5769352,10223.635
587,16-Sep-19,10326.7,10447.77,10145.07,10309.64,95421,5868360,10318.17
588,15-Sep-19,10381.28,10472.54,10224.32,10324.22,73941,5876663,10352.75
589,14-Sep-19,10377,10499.13,10237.28,10382.6,96606,5909892,10379.8
590,13-Sep-19,10376.23,10413.71,10227.04,10297.62,30902,5861517,10336.925
591,12-Sep-19,10214.51,10463.44,10071.08,10380.03,160059,5908427,10297.27
592,11-Sep-19,10132.8,10286.94,10008.21,10214.51,100736,5814212,10173.655
593,10-Sep-19,10290.2,10448.5,9989.66,10132.8,36744,5767700,10211.5
594,9-Sep-19,10397.17,10465.12,10176.44,10293.92,42015,5859416,10345.545
595,8-Sep-19,10444.11,10600.42,10311.35,10397.17,90230,5918185,10420.64
596,7-Sep-19,10335.14,10669.82,10335.14,10443.29,101199,5944435,10389.215
597,6-Sep-19,10559.6,10920.99,10253.02,10335.8,139150,5883253,10447.7
598,5-Sep-19,10635.53,10701.05,10505.22,10559.6,224030,6010642,10597.565
599,4-Sep-19,10560.1,10777.58,10415.66,10635.53,100813,6053861,10597.815
600,3-Sep-19,10390.5,10909.8,10313.13,10560.95,195493,6011409,10475.725
601,2-Sep-19,9762.55,10449.79,9698.66,10392.6,123260,5915581,10077.575
602,1-Sep-19,9668.98,9817.3,9554.76,9757.76,27269,5554228,9713.37
603,31-Aug-19,9613.93,9757.47,9564.54,9674.73,47895,5506963,9644.33
604,30-Aug-19,9482.93,9718.19,9409.46,9614.52,32348,5472691,9548.725
605,29-Aug-19,9744.56,9770.5,9422.6,9482.93,107862,5397787,9613.745
606,28-Aug-19,10183.63,40826.5,8270.07,9744.59,421068,5546730,9964.11
607,27-Aug-19,10365.5,10378.77,10082.8,10184.63,27892,5797207,10275.065
608,26-Aug-19,10093.03,10591.8,10092.13,10368.49,28356,5901862,10230.76
609,25-Aug-19,10180.32,10223.77,9908.11,10087.18,43808,5681335,10133.75
610,24-Aug-19,10378.85,10463.67,9929.95,10180.32,89078,5733791,10279.585
611,23-Aug-19,10047.19,10443.33,9959.27,10375.45,31163,5843695,10211.32
612,22-Aug-19,10143.56,10282.56,9817.2,10047.19,120134,5658807,10095.375
613,21-Aug-19,10767.72,10780.63,9893.9,10143.1,84814,5712829,10455.41
614,20-Aug-19,10812.87,10912.49,10622.27,10763.53,80469,6062269,10788.2
615,19-Aug-19,10280.24,10897.68,10201.78,10812.87,47153,6090057,10546.555
616,18-Aug-19,10215.61,10541.97,10094.16,10279.29,75987,5789536,10247.45
617,17-Aug-19,10411.69,10469.38,10061.17,10206.93,38929,5748779,10309.31
618,16-Aug-19,10319.29,10538.7,9870.81,10413.74,202202,5865258,10366.515
619,15-Aug-19,9993.42,10468.75,9583.83,10320.48,263318,5812722,10156.95
620,14-Aug-19,11021.08,11037.95,9970.12,9993.42,280714,0,10507.25
621,13-Aug-19,11435.76,11447.92,10916.59,11025.73,77318,0,11230.745
622,12-Aug-19,11515.73,11607.91,11385.55,11430.23,77053,0,11472.98
623,11-Aug-19,11389.2,11712.84,11255.92,11517.32,135850,0,11453.26
624,10-Aug-19,11905.71,11925.68,11344.53,11387.72,71224,0,11646.715
625,9-Aug-19,11891.73,11993.44,11580.72,11905.71,121028,0,11898.72
626,8-Aug-19,11908.55,11989.36,11365.22,11894.29,75935,0,11901.42
627,7-Aug-19,11456.95,11997.51,11380.65,11908.55,161040,0,11682.75
628,6-Aug-19,11957.37,12341.4,11257.53,11454.67,369674,0,11706.02
629,5-Aug-19,11018.14,11954.28,11014.98,11954.28,258662,0,11486.21
630,4-Aug-19,10909.5,11038.65,10672.17,11017.9,35018,0,10963.7
631,3-Aug-19,10577.18,10948.3,10517.97,10911.37,137108,0,10744.275
632,2-Aug-19,10415.23,10751.72,10358.51,10574.28,107137,0,10494.755
633,1-Aug-19,10160.89,10470.78,9897.29,10415.82,78467,0,10288.355
634,31-Jul-19,9558.12,10156.25,9555.51,10154.19,120464,0,9856.155
635,30-Jul-19,9538.39,9716.03,9413.43,9556.48,20017,0,9547.435
636,29-Jul-19,9484.16,9720.27,9428.49,9536.61,45612,0,9510.385
637,28-Jul-19,9407.18,9666.03,9238.72,9479.84,48736,0,9443.51
638,27-Jul-19,9795.49,10177.54,9384.68,9407.18,44874,0,9601.335
639,26-Jul-19,9868.5,9952.56,9678.22,9795.49,44030,0,9831.995
640,25-Jul-19,9775.72,10200.14,9736.56,9872.21,91640,0,9823.965
641,24-Jul-19,9852.64,9922,9483.84,9780.84,157632,0,9816.74
642,23-Jul-19,10310.08,10357.5,9839.72,9852.64,75760,0,10081.36
643,22-Jul-19,10548.95,10700.03,10107.05,10309.4,48192,0,10429.175
644,21-Jul-19,10815.25,10860.75,10355.5,10548.95,103996,0,10682.1
645,20-Jul-19,10490.93,11088.89,10429.47,10815.25,80134,0,10653.09
646,19-Jul-19,10691.39,10702.27,10173.41,10589.65,112155,0,10640.52
647,18-Jul-19,9672.37,10761.32,9311.96,10691.39,180166,0,10181.88
648,17-Jul-19,9543.6,9970.17,9032.35,9676.65,1419787,0,9610.125
649,16-Jul-19,10846.12,11075.47,9389.41,9565.67,226306,0,10205.895
650,15-Jul-19,10216.91,11143.41,9791.8,10858.41,251242,0,10537.66
651,14-Jul-19,11446.22,11472.13,10050.28,10243.18,169831,0,10844.7
652,13-Jul-19,11881.83,11889.45,10812.37,11452.06,120864,0,11666.945
653,12-Jul-19,11287.24,11966.12,11118.05,11873.96,117525,0,11580.6
