date,sum_new_cases,kurt_new_cases,skew_new_cases,mean_new_cases,sum_cumulative_cases,kurt_cumulative_cases,skew_cumulative_cases,mean_cumulative_cases,sum_new_deaths,kurt_new_deaths,skew_new_deaths,mean_new_deaths,sum_cumulative_deaths,kurt_cumulative_deaths,skew_cumulative_deaths,mean_cumulative_deaths,sum_open,kurt_open,skew_open,mean_open,sum_close,kurt_close,skew_close,mean_close,sum_high,kurt_high,skew_high,mean_high,sum_low,kurt_low,skew_low,mean_low,sum_volume,kurt_volume,skew_volume,mean_volume
2020-01-04,1,nan,nan,1.0,1,nan,nan,1.0,0,nan,nan,0.0,0,nan,nan,0.0,11557706.717847995,0.4516576680670381,1.2332729824302855,8026.185220727777,11557315.178094996,0.4666720700886451,1.2372890832506334,8025.9133181215275,11561696.614744995,0.4339245742889202,1.2284303718179097,8028.955982461805,11553101.448903989,0.4834189091005294,1.2398130730596861,8022.987117294445,9277.814486759988,39.503249773322196,5.532453149553013,6.442926726916667
2020-01-05,0,nan,nan,0.0,1,nan,nan,1.0,0,nan,nan,0.0,0,nan,nan,0.0,11256332.825540988,-0.2740682398658154,0.35170075196950307,7816.897795514584,11256242.594423994,-0.26312222851099687,0.35573183479664716,7816.835135016667,11259286.348248003,-0.23918244417096357,0.37165331314311983,7818.94885295,11253308.097635979,-0.2978579034233748,0.3374407310503218,7814.797290025,5054.642417180001,130.69351318426644,9.044664903253144,3.5101683452638888
2020-01-06,3,nan,nan,3.0,4,nan,nan,4.0,0,nan,nan,0.0,0,nan,nan,0.0,11601085.529382013,0.15261663800494318,-0.361130831004915,8061.907942586518,11601199.696591007,0.1451698591135293,-0.35328258760528525,8061.9872804662955,11605254.765910003,0.16634494121135734,-0.3455488233765724,8064.805257755385,11596882.303192,0.11987560420631826,-0.3654746036642407,8058.987007082697,7423.894835100009,48.90235605016813,5.873110219404806,5.159065208547602
2020-01-07,0,nan,nan,0.0,4,nan,nan,4.0,0,nan,nan,0.0,0,nan,nan,0.0,11658296.233757012,0.2135795819861519,0.0263813218891381,8096.039051220139,11658356.928714998,0.21787729144415025,0.02392479765773052,8096.081200496526,11660531.032258995,0.41497404540931404,0.14303018744826457,8097.5909946243055,11656050.92788602,0.14665507478583617,-0.09645703644495195,8094.479811031945,3561.372111280004,80.9734274673238,7.7317616984049895,2.473175077277778
2020-01-08,0,nan,nan,0.0,4,nan,nan,4.0,0,nan,nan,0.0,0,nan,nan,0.0,11680586.50690798,-0.6871148733605081,0.1603420971181084,8111.518407574999,11680525.1161,-0.6871058012452371,0.16070635893296623,8111.475775069444,11682129.567532994,-0.6404687382165588,0.1968601405211039,8112.589977453473,11679020.707408996,-0.7094898259528177,0.1326019532147076,8110.431046811806,3266.1322001600024,97.57641892797605,7.478811886624855,2.2681473612222223
2020-01-09,0,nan,nan,0.0,4,nan,nan,4.0,0,nan,nan,0.0,0,nan,nan,0.0,11978313.344264995,-1.7808395998015507,-0.1367172797994515,8318.273155739582,11978894.451065006,-1.776305216877124,-0.13730461960808696,8318.676702128472,11982018.900935993,-1.7696251600649848,-0.13867659013365294,8320.846458983333,11975454.366701022,-1.7853554069237627,-0.1334784885946683,8316.287754653471,9287.09952399,837.8487257235707,26.09889780834583,6.4493746694375
2020-01-10,0,nan,nan,0.0,4,nan,nan,4.0,0,nan,nan,0.0,0,nan,nan,0.0,12514109.22037598,-0.5382898585543332,-0.18578026735529998,8696.392786918694,12514306.207588987,-0.5390316420377541,-0.1832216505643333,8696.529678658097,12520256.57410598,-0.5739649158731601,-0.15668148764966217,8700.664749205003,12507357.499245001,-0.45314751559695887,-0.2632799388545911,8691.70083338777,14429.78462257003,72.93365206588363,6.880180184958066,10.02764740970813
2020-01-11,41,nan,nan,41.0,45,nan,nan,45.0,1,nan,nan,1.0,1,nan,nan,1.0,12537462.806902012,-1.0818310715489996,0.30437015918578925,8706.571393681943,12537262.176898006,-1.080017229243633,0.3051850369479899,8706.432067290278,12540263.868208991,-1.100946298149445,0.3001080025249019,8708.516575145139,12534390.311646987,-1.068194826428644,0.3053066815821025,8704.437716421528,5660.759098839985,527.6708143202853,19.699053294313856,3.9310827075277777
2020-01-12,0,nan,nan,0.0,45,nan,nan,45.0,0,nan,nan,0.0,1,nan,nan,1.0,12635461.83061798,-1.2234306306924585,0.4171452964313266,8774.626271262501,12635532.921953999,-1.2228684858488812,0.4156530519892551,8774.675640245834,12638222.962888993,-1.2185821227555462,0.4228024621446817,8776.543724228473,12632685.949523002,-1.2242305688381765,0.41017289724769396,8772.698576057639,9248.866393589999,65.66660524357029,6.658069530979261,6.4228238844375
2020-01-13,5,nan,nan,2.5,50,nan,nan,25.0,0,nan,nan,0.0,1,nan,nan,0.5,12776644.235054992,-0.17617011895537837,-0.0390439208847076,8872.669607677082,12776707.00718998,-0.17758930072169177,-0.03692638584565209,8872.7131994375,12778805.972533979,-0.21718262175751946,-0.0007632976873065907,8874.170814259722,12774311.02306299,-0.1629744898629224,-0.07523417245289679,8871.049321571529,4703.621825059994,50.726683911494646,6.2341263437539105,3.266404045180556
2020-01-14,1,nan,1.732050807568878,0.3333333333333333,51,nan,1.6795356000385153,17.0,0,nan,0,0.0,1,nan,1.732050807568878,0.3333333333333333,12848685.408144997,-0.45608536843915237,-0.696543648939456,8928.898824284224,12848334.954987008,-0.46304654372497867,-0.6946134098445831,8928.65528491105,12851775.949614001,-0.4863229958297688,-0.6808039062164664,8931.046525096595,12844572.692172011,-0.43005461549967716,-0.7123741313327092,8926.040786776928,11035.773519799994,616.0977299286017,21.7250472543078,7.66905734523975
